id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4345017256139766,HiT6tpLeu,3515479467,我觉得我应该改个名Erin,开春了，放车了#哈啰单车#,,沈阳·IKEA宜家家居(沈阳商场),,哈啰单车,0,1,1,2019-03-01 12:58,小米Note 3 拍人更美,['https://wx4.sinaimg.cn/large/d189f5ably1g0n7g7jw6aj20u0143tll.jpg'],,
4360270770077965,HphUV0khv,3480351355,JoYu-9,中午蹬起#哈啰单车#和小帆帆见面约饭，还是常去的，聊了很多，突然又有了学习和进步的动力，回想起来过去也真是不够努力呢，准备再教育再学习，强化理论知识，再来新一轮战斗吧！要像个成年人去迎接挑战！2北京·中关村,,北京·二贵酸汤鱼土家菜(中关村店),,哈啰单车,0,0,1,2019-04-12 15:10,iPhone客户端,['https://wx2.sinaimg.cn/large/cf71f27bly1g1zv6jkyuoj21400u0qv5.jpg'],,
4359981191009021,HpanR4eux,7045832483,张张Seoul,#哈啰单车#真的是最好骑的共享单车，没有之一。到现在为止都没有遇到坏的，唯一的缺点就是为什么只有市区有很多，我们大郊区就显示暂未开通呢。,,,,哈啰单车,0,0,0,2019-04-11 19:59,OPPO A7x,,,
4358856073183460,HoH79dma8,6476628742,三言财经,#哈啰单车1元骑行15分钟#【#哈啰单车#调整北京地区计费规则：每15分钟1元】三言财经4月8日消息，哈啰出行客户端显示，哈啰单车从4月15日起在北京地区实行新的计费规则，每15分钟1元。对此，哈啰出行表示，“我们通过后台大数据分析，其实大多数用户的骑行时间都在15分钟以内，调价对绝大部分用户其实是没有太大影响。这种短时订单能占7成的比例，如果需要长时间（1小时）骑行，我们推荐月卡，部分地区价格还是很实惠的（9元），骑2-3次就能回本。”熟悉共享单车行业运营的人士金额介绍，绝大部分的用户骑行时间在15分钟以内。共享单车企业调整骑行费用与车辆耗损更新、早晚高峰调度、日常运维管理等成本居高不下分不开。此前，哈啰出行曾表示，为了更好的给广大用户提供更优质的服务品质，单车行业涨价应该是普遍趋势，企业调整价格是随着经营策略的调整而发生变化。当前共享单车行业趋于向精细化运营转变，更高效更优质的服务是各家追求的目标。用户根据个人实际需求，购买季卡或年卡，这也是用户层面应对用车成本上升的办法之一。O网页链接@哈啰单车,,,哈啰单车,"哈啰单车1元骑行15分钟,哈啰单车",0,0,0,2019-04-08 17:28,微博 weibo.com,['https://wx4.sinaimg.cn/large/0074jgZUgy1g1vcteeb53j30fa0a7wfe.jpg'],,
4358445622424184,Howr8aaDK,5139540825,redhairpin,#哈啰单车#这破公司可能是想钱想疯了从25.9到35.9到59.9到……从一天4次一小时到一天两次半小时请问问你通勤月卡的意味何在?,,,,哈啰单车,0,1,2,2019-04-07 14:17,小米6 拍人更美,['https://wx4.sinaimg.cn/large/005BOZlLly1g1u1mks4lvj30qo1be0xv.jpg'],,
4778232979391169,LwPcdDp4t,5567210666,喜欢梧桐的小狐狸,家人们，寻物启事啊！！站前大道的共享电动车站点（哈啰单车）的篮子上有两本政治的时政热点和一本英语的语法和一本生物的必修一，还有一把金色的伞被人拿走了。希望拿走的人能还回来，谢谢！！！！！！！！！！！！！！！图片都是书和伞的样子#百色##寻物启事##共享单车##哈啰单车#,,百色,,"百色,寻物启事,共享单车,哈啰单车",0,5,0,2022-06-08 23:42,HUAWEI P30 Pro,"['https://wx3.sinaimg.cn/large/0064LrOqgy1h319hc2zjrj30m10xcwht.jpg', 'https://wx4.sinaimg.cn/large/0064LrOqgy1h319hhppjoj30u01t01d0.jpg', 'https://wx2.sinaimg.cn/large/0064LrOqgy1h319i1c3guj30p00xcaf1.jpg']",,
4778204256537339,LwOrTrqEX,5094718434,胡图图好困,#美团单车#满格电车到桥上突然断电，来来往往的车一直疯狂打喇叭我把你总裁扔高速上行吗？还是上坡，根本蹬不动#哈啰单车#你也好不到哪里去，前段时间的价格上涨的离谱，骑9分钟收我7元，每次都要举报才能收费合理，现在价格被迫压力改回来，结果限速，车一刹一刹的，我也是服。麻烦管理人员有点脑子！！！哈啰美团一生黑！！！还是#小溜共享#好,,,,"美团单车,哈啰单车,小溜共享",0,0,1,2022-06-08 21:48,iPhone客户端,,,
4777763724854632,LwCZmkmUw,7605850920,印象交通,沈阳哈啰助力车缩小范围为哪般？#沈阳最头条##哈啰单车#日前，沈阳的哈啰助力车调整运营范围，全部收缩到三环以内地区。调整后，丁香湖西江街以西，沈北大学城、富民街、方家栏以东等地区，都被剔出运营区，如果不小心超范围骑行，将面临自动断电。有市民在人民网留言，表示调整为其带来出行不便，特意向哈啰规划专员进行咨询。哈啰回复称，是按照政府部门要求才缩小的运营范围。无论政府还是企业，我们希望都能从市民群众实际需求出发，为解决“最后一公里”交通出行提供便利。您说呢？,,,,"沈阳最头条,哈啰单车",0,1,0,2022-06-07 16:38,新版微博 weibo.com,"['https://wx1.sinaimg.cn/large/008iJngQly1h2zroxdw42j30y409jq8d.jpg', 'https://wx1.sinaimg.cn/large/008iJngQly1h2zrp1r5cij30pd0i4nc5.jpg']",,
4777638168626673,LwzIQAcbT,1607306172,低调饭麻由,#哈啰单车#垃虮@哈啰单车，边上停一排哈啰单车，你一直提示离停车点还有100多米，怎么刷新都tm100多米，是软件太差劲，还是赚钱不要脸？,,,哈啰单车,哈啰单车,0,1,0,2022-06-07 08:19,Android,,,
4777637421254841,LwzHE5grn,3847959773,人生赢家铁憨憨,#哈啰出行#电单车骑行范围是不是智障？！就那么一段限行？咋滴扛过去啊？断电之后说可以再给五分钟骑回服务区也行5分钟肯定能到牡丹大道就不限行了走了20米不到又断电？那咱就停车呗调度费30元🉐我往前蹬蹬掉链子我就想问问这么一丁点路不在服务区#哈啰单车#你是咋想的不让这车进校园能理解但是正常的道路不给走是不是有病再说了学校也不会允许这种车进校的脑子有病早点治吧,,,,"哈啰出行,哈啰单车",0,1,0,2022-06-07 08:16,华为Mate30E Pro 5G,['https://wx1.sinaimg.cn/large/e55b34ddly1h2zd02jezfj20vc1uo1aa.jpg'],,
